"aws_ingest_ts_utc","device_id","firmware_ver","msg_id","event_ts_utc","truck_id","stop_seq","event_type","delta_payload_kg","payload_kg","gross_weight_kg","lat","lon","speed_kmh","engine_on","battery_v","rssi_dbm","temperature_c"
"2026-04-01T13:02:01Z","rpi4-TRK-001","1.8.3","msg-00000029","2026-04-01T13:02:00Z","TRUCK-001","29","moving","0","4","7460","-34,4967","-58,3308","60,8","1","12,38","-60","27,6"
"2026-04-01T13:21:10Z","rpi4-TRK-001","1.8.3","msg-00000030","2026-04-01T13:21:00Z","TRUCK-001","30","moving","0","4","7491","-34,4966","-58,3282","28,3","1","12,45","-73","27,1"
"2026-04-01T13:32:07Z","rpi4-TRK-001","1.8.3","msg-00000031","2026-04-01T13:32:00Z","TRUCK-001","31","moving","0","4","7462","-34,4923","-58,3246","41,8","1","12,34","-83","22,6"
"2026-04-01T13:46:10Z","rpi4-TRK-001","1.8.3","msg-00000032","2026-04-01T13:46:00Z","TRUCK-001","32","unloading","-157","0","7428","-34,4925","-58,3232","0","1","12,53","-58","28,3"
"2026-04-01T13:53:11Z","rpi4-TRK-001","1.8.3","msg-00000033","2026-04-01T13:53:00Z","TRUCK-001","33","moving","0","0","7426","-34,4896","-58,3175","46","1","12,44","-72","38,6"
"2026-04-01T14:01:03Z","rpi4-TRK-001","1.8.3","msg-00000034","2026-04-01T14:01:00Z","TRUCK-001","34","moving","0","0","7447","-34,4886","-58,3142","66,1","1","12,46","-65","28,6"
"2026-04-01T14:10:03Z","rpi4-TRK-001","1.8.3","msg-00000035","2026-04-01T14:10:00Z","TRUCK-001","35","loading","712","712","8190","-34,4851","-58,3112","0","1","12,24","-71","20,5"
"2026-04-01T14:28:05Z","rpi4-TRK-001","1.8.3","msg-00000036","2026-04-01T14:28:00Z","TRUCK-001","36","unloading","-201","511","7965","-34,4828","-58,3106","0","1","12,4","-82","36,9"
"2026-04-01T14:34:05Z","rpi4-TRK-001","1.8.3","msg-00000037","2026-04-01T14:34:00Z","TRUCK-001","37","moving","0","511","7990","-34,4828","-58,3113","27,7","1","12,36","-80","34,6"
"2026-04-01T14:41:02Z","rpi4-TRK-001","1.8.3","msg-00000038","2026-04-01T14:41:00Z","TRUCK-001","38","moving","0","511","7956","-34,4792","-58,3097","63,8","1","12,43","-83","39"
"2026-04-01T14:47:02Z","rpi4-TRK-001","1.8.3","msg-00000039","2026-04-01T14:47:00Z","TRUCK-001","39","moving","0","511","7941","-34,4759","-58,3061","35,6","1","12,42","-94","24,5"
"2026-04-01T15:05:02Z","rpi4-TRK-001","1.8.3","msg-00000040","2026-04-01T15:05:00Z","TRUCK-001","40","unloading","-229","282","7776","-34,4777","-58,3015","0","1","12,27","-91","26,6"
"2026-04-01T15:17:11Z","rpi4-TRK-001","1.8.3","msg-00000041","2026-04-01T15:17:00Z","TRUCK-001","41","moving","0","282","7705","-34,472","-58,3","63,1","1","12,24","-83","27,2"
"2026-04-01T15:23:06Z","rpi4-TRK-001","1.8.3","msg-00000042","2026-04-01T15:23:00Z","TRUCK-001","42","loading","2429","2711","10142","-34,4702","-58,2956","0","1","12,51","-82","37,2"
"2026-04-01T15:33:07Z","rpi4-TRK-001","1.8.3","msg-00000043","2026-04-01T15:33:00Z","TRUCK-001","43","moving","0","2711","10193","-34,4691","-58,2978","41,4","1","12,48","-88","27,2"
"2026-04-01T15:49:10Z","rpi4-TRK-001","1.8.3","msg-00000044","2026-04-01T15:49:00Z","TRUCK-001","44","unloading","-1874","837","8305","-34,4667","-58,2947","0","1","12,19","-77","28,3"
"2026-04-01T16:09:05Z","rpi4-TRK-001","1.8.3","msg-00000045","2026-04-01T16:09:00Z","TRUCK-001","45","moving","0","837","8279","-34,4646","-58,2915","61,2","1","12,44","-84","39,5"
"2026-04-01T16:17:11Z","rpi4-TRK-001","1.8.3","msg-00000046","2026-04-01T16:17:00Z","TRUCK-001","46","moving","0","837","8295","-34,4642","-58,2852","32,3","1","12,36","-74","36"
"2026-04-01T16:34:03Z","rpi4-TRK-001","1.8.3","msg-00000047","2026-04-01T16:34:00Z","TRUCK-001","47","moving","0","837","8310","-34,4584","-58,2849","21,3","1","12,38","-89","40,5"
"2026-04-01T16:53:09Z","rpi4-TRK-001","1.8.3","msg-00000048","2026-04-01T16:53:00Z","TRUCK-001","48","unloading","-375","462","7953","-34,4607","-58,2828","0","1","12,45","-68","20,5"
"2026-04-01T17:05:02Z","rpi4-TRK-001","1.8.3","msg-00000049","2026-04-01T17:05:00Z","TRUCK-001","49","loading","991","1453","8895","-34,4592","-58,2832","0","1","12,2","-90","30,9"
"2026-04-01T17:15:04Z","rpi4-TRK-001","1.8.3","msg-00000050","2026-04-01T17:15:00Z","TRUCK-001","50","moving","0","1453","8907","-34,4578","-58,2786","68,9","1","12,49","-67","27,3"
"2026-04-01T17:25:03Z","rpi4-TRK-001","1.8.3","msg-00000051","2026-04-01T17:25:00Z","TRUCK-001","51","moving","0","1453","8948","-34,4547","-58,2777","78,4","1","12,2","-83","41,8"
"2026-04-01T17:31:05Z","rpi4-TRK-001","1.8.3","msg-00000052","2026-04-01T17:31:00Z","TRUCK-001","52","unloading","-1212","241","7717","-34,4494","-58,2707","0","1","12,25","-91","27,2"
"2026-04-01T17:42:04Z","rpi4-TRK-001","1.8.3","msg-00000053","2026-04-01T17:42:00Z","TRUCK-001","53","moving","0","241","7665","-34,4458","-58,2684","64,2","1","12,48","-95","19,7"
"2026-04-01T18:02:08Z","rpi4-TRK-001","1.8.3","msg-00000054","2026-04-01T18:02:00Z","TRUCK-001","54","moving","0","241","7677","-34,4479","-58,2703","56,2","1","12,13","-70","33,2"
"2026-04-01T18:12:05Z","rpi4-TRK-001","1.8.3","msg-00000055","2026-04-01T18:12:00Z","TRUCK-001","55","moving","0","241","7692","-34,445","-58,2645","41,1","1","12,26","-92","23,6"
"2026-04-01T18:27:10Z","rpi4-TRK-001","1.8.3","msg-00000056","2026-04-01T18:27:00Z","TRUCK-001","56","unloading","-198","43","7489","-34,4446","-58,2613","0","1","12,25","-65","37,5"
"2026-04-01T18:43:08Z","rpi4-TRK-001","1.8.3","msg-00000057","2026-04-01T18:43:00Z","TRUCK-001","57","moving","0","43","7525","-34,4412","-58,2641","24,7","1","12,28","-69","22,5"
"2026-04-01T18:55:03Z","rpi4-TRK-001","1.8.3","msg-00000058","2026-04-01T18:55:00Z","TRUCK-001","58","moving","0","43","7465","-34,4358","-58,2571","66,5","1","12,49","-93","30,1"
"2026-04-01T19:03:10Z","rpi4-TRK-001","1.8.3","msg-00000059","2026-04-01T19:03:00Z","TRUCK-001","59","moving","0","43","7476","-34,4337","-58,2562","32,7","1","12,48","-59","32,2"
"2026-04-01T19:11:01Z","rpi4-TRK-001","1.8.3","msg-00000060","2026-04-01T19:11:00Z","TRUCK-001","60","unloading","-198","0","7442","-34,4323","-58,253","0","1","12,25","-78","40,9"
"2026-04-01T19:22:10Z","rpi4-TRK-001","1.8.3","msg-00000061","2026-04-01T19:22:00Z","TRUCK-001","61","moving","0","0","7439","-34,4324","-58,2519","31,7","1","12,38","-74","40,3"
"2026-04-01T19:41:03Z","rpi4-TRK-001","1.8.3","msg-00000062","2026-04-01T19:41:00Z","TRUCK-001","62","moving","0","0","7479","-34,4278","-58,2503","43,1","1","12,23","-75","17,6"
"2026-04-01T19:54:05Z","rpi4-TRK-001","1.8.3","msg-00000063","2026-04-01T19:54:00Z","TRUCK-001","63","loading","2082","2082","9575","-34,4276","-58,2455","0","1","12,16","-88","28,5"
"2026-04-01T20:01:08Z","rpi4-TRK-001","1.8.3","msg-00000064","2026-04-01T20:01:00Z","TRUCK-001","64","unloading","-1918","164","7593","-34,4283","-58,2461","0","1","12,17","-74","19,6"
"2026-04-01T20:09:02Z","rpi4-TRK-001","1.8.3","msg-00000065","2026-04-01T20:09:00Z","TRUCK-001","65","moving","0","164","7611","-34,4259","-58,2434","30,3","1","12,44","-95","32,3"
"2026-04-01T20:26:01Z","rpi4-TRK-001","1.8.3","msg-00000066","2026-04-01T20:26:00Z","TRUCK-001","66","moving","0","164","7638","-34,424","-58,2412","46,2","1","12,39","-73","37,2"
"2026-04-01T20:37:08Z","rpi4-TRK-001","1.8.3","msg-00000067","2026-04-01T20:37:00Z","TRUCK-001","67","moving","0","164","7624","-34,421","-58,2394","40,9","1","12,26","-58","36,4"
"2026-04-01T20:47:01Z","rpi4-TRK-001","1.8.3","msg-00000068","2026-04-01T20:47:00Z","TRUCK-001","68","unloading","-189","0","7474","-34,4191","-58,2322","0","1","12,06","-90","30,2"
"2026-04-01T21:00:11Z","rpi4-TRK-001","1.8.3","msg-00000069","2026-04-01T21:00:00Z","TRUCK-001","69","moving","0","0","7483","-34,416","-58,2347","65,2","1","12,18","-65","23,5"
"2026-04-01T21:14:05Z","rpi4-TRK-001","1.8.3","msg-00000070","2026-04-01T21:14:00Z","TRUCK-001","70","loading","2386","2386","9811","-34,414","-58,2303","0","1","12,41","-69","27,7"
"2026-04-01T21:32:07Z","rpi4-TRK-001","1.8.3","msg-00000071","2026-04-01T21:32:00Z","TRUCK-001","71","moving","0","2386","9828","-34,4135","-58,2282","56,1","1","12,3","-60","37,5"
"2026-04-01T21:51:03Z","rpi4-TRK-001","1.8.3","msg-00000072","2026-04-01T21:51:00Z","TRUCK-001","72","unloading","-164","2222","9640","-34,4108","-58,226","0","1","12,18","-78","40,3"
"2026-04-01T22:00:02Z","rpi4-TRK-001","1.8.3","msg-00000073","2026-04-01T22:00:00Z","TRUCK-001","73","moving","0","2222","9699","-34,407","-58,2208","67,9","1","12,04","-69","35,4"
"2026-04-01T22:16:04Z","rpi4-TRK-001","1.8.3","msg-00000074","2026-04-01T22:16:00Z","TRUCK-001","74","moving","0","2222","9646","-34,4052","-58,2197","35,8","1","12,36","-87","34,8"
"2026-04-01T22:36:11Z","rpi4-TRK-001","1.8.3","msg-00000075","2026-04-01T22:36:00Z","TRUCK-001","75","moving","0","2222","9677","-34,401","-58,2189","58,6","1","12,22","-86","17,5"
"2026-04-01T22:57:05Z","rpi4-TRK-001","1.8.3","msg-00000076","2026-04-01T22:57:00Z","TRUCK-001","76","unloading","-1057","1165","8625","-34,3979","-58,2179","0","1","12,33","-91","20,3"
"2026-04-01T23:08:08Z","rpi4-TRK-001","1.8.3","msg-00000077","2026-04-01T23:08:00Z","TRUCK-001","77","loading","731","1896","9384","-34,398","-58,213","0","1","12,4","-82","26,9"
"2026-04-01T23:26:03Z","rpi4-TRK-001","1.8.3","msg-00000078","2026-04-01T23:26:00Z","TRUCK-001","78","moving","0","1896","9364","-34,3987","-58,2109","52,7","1","12,01","-95","35,7"
"2026-04-01T23:36:02Z","rpi4-TRK-001","1.8.3","msg-00000079","2026-04-01T23:36:00Z","TRUCK-001","79","moving","0","1896","9359","-34,3943","-58,2059","58,5","1","12,4","-71","39,2"
"2026-04-01T23:50:08Z","rpi4-TRK-001","1.8.3","msg-00000080","2026-04-01T23:50:00Z","TRUCK-001","80","unloading","-1110","786","8278","-34,3917","-58,208","0","1","12,29","-69","42,7"
"2026-04-01T23:58:06Z","rpi4-TRK-001","1.8.3","msg-00000081","2026-04-01T23:58:00Z","TRUCK-001","81","moving","0","786","8209","-34,3906","-58,2026","70,1","1","12,26","-59","37,9"
"2026-04-02T00:10:09Z","rpi4-TRK-001","1.8.3","msg-00000082","2026-04-02T00:10:00Z","TRUCK-001","82","moving","0","786","8271","-34,3889","-58,2027","23,8","1","12,13","-69","30,4"
"2026-04-02T00:28:01Z","rpi4-TRK-001","1.8.3","msg-00000083","2026-04-02T00:28:00Z","TRUCK-001","83","moving","0","786","8237","-34,3831","-58,1988","34,8","1","12,1","-63","39,8"
"2026-04-02T00:48:08Z","rpi4-TRK-001","1.8.3","msg-00000084","2026-04-02T00:48:00Z","TRUCK-001","84","unloading","-452","334","7759","-34,3849","-58,1936","0","1","12,26","-74","34,1"
"2026-04-02T00:54:03Z","rpi4-TRK-001","1.8.3","msg-00000085","2026-04-02T00:54:00Z","TRUCK-001","85","moving","0","334","7770","-34,3845","-58,1945","23,7","1","11,98","-76","35,2"
"2026-04-02T01:11:03Z","rpi4-TRK-001","1.8.3","msg-00000086","2026-04-02T01:11:00Z","TRUCK-001","86","moving","0","334","7786","-34,3783","-58,1938","45,5","1","12,04","-91","34,9"
"2026-04-02T01:24:04Z","rpi4-TRK-001","1.8.3","msg-00000087","2026-04-02T01:24:00Z","TRUCK-001","87","moving","0","334","7754","-34,3763","-58,187","32,9","1","12","-61","42,5"
"2026-04-02T01:41:01Z","rpi4-TRK-001","1.8.3","msg-00000088","2026-04-02T01:41:00Z","TRUCK-001","88","unloading","-203","131","7584","-34,377","-58,1885","0","1","12,13","-74","25,5"
"2026-04-02T01:56:04Z","rpi4-TRK-001","1.8.3","msg-00000089","2026-04-02T01:56:00Z","TRUCK-001","89","moving","0","131","7552","-34,3719","-58,1865","46,1","1","11,98","-95","20,5"
"2026-04-02T02:11:11Z","rpi4-TRK-001","1.8.3","msg-00000090","2026-04-02T02:11:00Z","TRUCK-001","90","moving","0","131","7607","-34,3728","-58,1803","57","1","12,2","-79","33,6"
"2026-04-02T02:31:02Z","rpi4-TRK-001","1.8.3","msg-00000091","2026-04-02T02:31:00Z","TRUCK-001","91","loading","2581","2712","10181","-34,3715","-58,1785","0","1","12,04","-83","23,6"
"2026-04-02T02:41:11Z","rpi4-TRK-001","1.8.3","msg-00000092","2026-04-02T02:41:00Z","TRUCK-001","92","unloading","-1426","1286","8718","-34,3645","-58,1771","0","1","12,15","-88","39,3"
"2026-04-02T03:00:02Z","rpi4-TRK-001","1.8.3","msg-00000093","2026-04-02T03:00:00Z","TRUCK-001","93","moving","0","1286","8716","-34,3633","-58,1752","53,6","1","12,12","-91","26,5"
"2026-04-02T03:09:09Z","rpi4-TRK-001","1.8.3","msg-00000094","2026-04-02T03:09:00Z","TRUCK-001","94","moving","0","1286","8746","-34,3651","-58,1738","20,5","1","12,22","-81","29,3"
"2026-04-02T03:25:08Z","rpi4-TRK-001","1.8.3","msg-00000095","2026-04-02T03:25:00Z","TRUCK-001","95","moving","0","1286","8749","-34,3614","-58,1675","34,3","1","12,04","-69","31,1"
"2026-04-02T03:38:02Z","rpi4-TRK-001","1.8.3","msg-00000096","2026-04-02T03:38:00Z","TRUCK-001","96","unloading","-164","1122","8556","-34,3609","-58,1706","0","1","12,04","-67","18,6"
"2026-04-02T03:49:01Z","rpi4-TRK-001","1.8.3","msg-00000097","2026-04-02T03:49:00Z","TRUCK-001","97","moving","0","1122","8590","-34,3548","-58,1637","41,1","1","11,92","-78","23,5"
"2026-04-02T04:07:02Z","rpi4-TRK-001","1.8.3","msg-00000098","2026-04-02T04:07:00Z","TRUCK-001","98","loading","2053","3175","10605","-34,3522","-58,1602","0","1","11,96","-70","27,4"
"2026-04-02T04:27:02Z","rpi4-TRK-001","1.8.3","msg-00000099","2026-04-02T04:27:00Z","TRUCK-001","99","moving","0","3175","10666","-34,3507","-58,1606","60,6","1","12,22","-68","29,3"
"2026-04-02T04:37:10Z","rpi4-TRK-001","1.8.3","msg-00000100","2026-04-02T04:37:00Z","TRUCK-001","100","unloading","-388","2787","10256","-34,3514","-58,1578","0","1","11,91","-74","25,2"
"2026-04-02T04:44:08Z","rpi4-TRK-001","1.8.3","msg-00000101","2026-04-02T04:44:00Z","TRUCK-001","101","moving","0","2787","10275","-34,3497","-58,1544","56,5","1","12,08","-94","29,6"
"2026-04-02T04:53:10Z","rpi4-TRK-001","1.8.3","msg-00000102","2026-04-02T04:53:00Z","TRUCK-001","102","moving","0","2787","10221","-34,3446","-58,1527","80,6","1","11,91","-90","37,4"
"2026-04-02T05:12:10Z","rpi4-TRK-001","1.8.3","msg-00000103","2026-04-02T05:12:00Z","TRUCK-001","103","moving","0","2787","10270","-34,3421","-58,1535","43,8","1","12,16","-61","37,8"
"2026-04-02T05:31:07Z","rpi4-TRK-001","1.8.3","msg-00000104","2026-04-02T05:31:00Z","TRUCK-001","104","unloading","-692","2095","9531","-34,3395","-58,1505","0","1","11,9","-84","36,6"
"2026-04-02T05:44:06Z","rpi4-TRK-001","1.8.3","msg-00000105","2026-04-02T05:44:00Z","TRUCK-001","105","loading","2331","4426","11913","-34,3371","-58,1485","0","1","11,88","-67","29,7"
"2026-04-02T06:03:06Z","rpi4-TRK-001","1.8.3","msg-00000106","2026-04-02T06:03:00Z","TRUCK-001","106","moving","0","4426","11879","-34,3376","-58,1407","72,8","1","12,23","-68","41"
"2026-04-02T06:12:08Z","rpi4-TRK-001","1.8.3","msg-00000107","2026-04-02T06:12:00Z","TRUCK-001","107","moving","0","4426","11848","-34,3353","-58,139","72,9","1","12","-62","39,3"
"2026-04-02T06:25:04Z","rpi4-TRK-001","1.8.3","msg-00000108","2026-04-02T06:25:00Z","TRUCK-001","108","unloading","-2434","1992","9479","-34,3332","-58,1409","0","1","12,11","-84","36,8"
"2026-04-02T06:32:11Z","rpi4-TRK-001","1.8.3","msg-00000109","2026-04-02T06:32:00Z","TRUCK-001","109","moving","0","1992","9417","-34,3303","-58,1337","47,3","1","12,2","-90","18,5"
"2026-04-02T06:43:08Z","rpi4-TRK-001","1.8.3","msg-00000110","2026-04-02T06:43:00Z","TRUCK-001","110","moving","0","1992","9468","-34,3319","-58,1328","26,8","1","12,05","-77","33,4"
"2026-04-02T07:04:02Z","rpi4-TRK-001","1.8.3","msg-00000111","2026-04-02T07:04:00Z","TRUCK-001","111","moving","0","1992","9426","-34,3263","-58,1304","21,4","1","12,04","-66","38,2"
"2026-04-02T07:12:03Z","rpi4-TRK-001","1.8.3","msg-00000112","2026-04-02T07:12:00Z","TRUCK-001","112","unloading","-1562","430","7868","-34,3231","-58,1267","0","1","11,9","-70","42,1"
"2026-04-02T07:27:11Z","rpi4-TRK-001","1.8.3","msg-00000113","2026-04-02T07:27:00Z","TRUCK-001","113","moving","0","430","7893","-34,3239","-58,1289","19,6","1","12","-66","39,7"
"2026-04-02T07:36:09Z","rpi4-TRK-001","1.8.3","msg-00000114","2026-04-02T07:36:00Z","TRUCK-001","114","moving","0","430","7867","-34,3228","-58,1255","49,2","1","12,06","-87","27,7"
"2026-04-02T07:49:07Z","rpi4-TRK-001","1.8.3","msg-00000115","2026-04-02T07:49:00Z","TRUCK-001","115","moving","0","430","7897","-34,3165","-58,1219","60,1","1","11,94","-61","32,9"
"2026-04-02T08:08:10Z","rpi4-TRK-001","1.8.3","msg-00000116","2026-04-02T08:08:00Z","TRUCK-001","116","unloading","-264","166","7640","-34,3169","-58,1193","0","1","12,13","-90","29,3"
"2026-04-02T08:19:09Z","rpi4-TRK-001","1.8.3","msg-00000117","2026-04-02T08:19:00Z","TRUCK-001","117","moving","0","166","7597","-34,3136","-58,1199","53,6","1","12,02","-65","40"
"2026-04-02T08:35:10Z","rpi4-TRK-001","1.8.3","msg-00000118","2026-04-02T08:35:00Z","TRUCK-001","118","moving","0","166","7597","-34,314","-58,1178","33,2","1","12,17","-62","40,7"
"2026-04-02T08:55:02Z","rpi4-TRK-001","1.8.3","msg-00000119","2026-04-02T08:55:00Z","TRUCK-001","119","loading","552","718","8161","-34,3126","-58,1129","0","1","12,19","-62","37,8"
"2026-04-02T09:12:09Z","rpi4-TRK-001","1.8.3","msg-00000120","2026-04-02T09:12:00Z","TRUCK-001","120","unloading","-474","244","7719","-34,3079","-58,1078","0","1","11,83","-68","19,5"
"2026-04-02T09:26:01Z","rpi4-TRK-001","1.8.3","msg-00000121","2026-04-02T09:26:00Z","TRUCK-001","121","moving","0","244","7711","-34,3081","-58,107","75,5","1","11,85","-87","24,7"
"2026-04-02T09:37:07Z","rpi4-TRK-001","1.8.3","msg-00000122","2026-04-02T09:37:00Z","TRUCK-001","122","moving","0","244","7665","-34,3009","-58,1071","22,5","1","12,13","-73","21,3"
"2026-04-02T09:50:02Z","rpi4-TRK-001","1.8.3","msg-00000123","2026-04-02T09:50:00Z","TRUCK-001","123","moving","0","244","7740","-34,3007","-58,1021","71,8","1","12,18","-92","28,4"
"2026-04-02T10:11:07Z","rpi4-TRK-001","1.8.3","msg-00000124","2026-04-02T10:11:00Z","TRUCK-001","124","unloading","-168","76","7523","-34,2976","-58,0989","0","1","12,17","-76","28,5"
"2026-04-02T10:25:01Z","rpi4-TRK-001","1.8.3","msg-00000125","2026-04-02T10:25:00Z","TRUCK-001","125","moving","0","76","7516","-34,2947","-58,0978","67,3","1","12,04","-92","27"
"2026-04-02T10:34:02Z","rpi4-TRK-001","1.8.3","msg-00000126","2026-04-02T10:34:00Z","TRUCK-001","126","loading","2435","2511","9990","-34,2969","-58,0955","0","1","11,8","-75","19,8"
"2026-04-02T10:49:05Z","rpi4-TRK-001","1.8.3","msg-00000127","2026-04-02T10:49:00Z","TRUCK-001","127","moving","0","2511","9951","-34,2925","-58,0935","30,3","1","11,86","-65","23,6"
"2026-04-02T11:02:10Z","rpi4-TRK-001","1.8.3","msg-00000128","2026-04-02T11:02:00Z","TRUCK-001","128","unloading","-2264","247","7722","-34,2889","-58,0899","0","1","12,05","-59","40,8"
"2026-04-02T11:20:07Z","rpi4-TRK-001","1.8.3","msg-00000129","2026-04-02T11:20:00Z","TRUCK-001","129","moving","0","247","7694","-34,2876","-58,0891","62,9","1","11,88","-82","19,6"
"2026-04-02T11:38:11Z","rpi4-TRK-001","1.8.3","msg-00000130","2026-04-02T11:38:00Z","TRUCK-001","130","moving","0","247","7693","-34,2873","-58,0845","55,5","1","11,95","-85","24,5"
"2026-04-02T11:54:04Z","rpi4-TRK-001","1.8.3","msg-00000131","2026-04-02T11:54:00Z","TRUCK-001","131","moving","0","247","7678","-34,2879","-58,0865","67,5","1","12,12","-93","19,6"
